City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
361,Seinajoki,FI,62.79,22.83,60.89,75,0,6.91,clear sky
362,Selcuk,TR,37.95,27.37,85.87,27,0,17.54,clear sky
363,Ishigaki,JP,24.34,124.16,84.33,89,75,12.66,broken clouds
364,Dhidhdhoo,MV,6.88,73.1,80.42,78,100,16.33,light rain
365,Egvekinot,RU,66.32,-179.17,35.8,53,88,10.0,overcast clouds
366,Lagoa,PT,39.05,-27.98,70.36,87,22,11.1,few clouds
367,Namibe,AO,-15.2,12.15,64.69,91,13,6.08,few clouds
368,Honiara,SB,-9.43,159.95,76.08,84,15,4.81,few clouds
369,Shelopugino,RU,51.65,117.56,56.39,83,27,3.09,scattered clouds
370,Pevek,RU,69.7,170.31,32.49,81,100,4.23,overcast clouds
371,Daru,PG,-9.08,143.21,76.35,90,93,16.24,overcast clouds
372,Pyinmana,MM,19.73,96.22,76.32,96,100,4.34,overcast clouds
373,Itarema,BR,-2.92,-39.92,84.15,56,8,17.16,clear sky
374,Salinopolis,BR,-0.61,-47.36,82.17,75,42,15.84,scattered clouds
375,Soderhamn,SE,61.3,17.06,60.19,79,98,10.16,overcast clouds
376,Flinders,AU,-34.58,150.86,49.17,69,65,11.99,broken clouds
377,Akyab,MM,20.15,92.9,81.99,85,91,5.77,overcast clouds
378,Nuqui,CO,5.71,-77.27,80.85,82,91,8.21,overcast clouds
379,Koumac,NC,-20.57,164.28,71.51,92,95,4.63,overcast clouds
380,Rolla,US,37.95,-91.77,88.21,48,20,9.22,few clouds
381,Beruwala,LK,6.48,79.98,79.63,85,71,11.39,broken clouds
382,Hofn,IS,64.25,-15.21,53.62,76,100,10.36,overcast clouds
383,Melita,CA,49.27,-101.0,83.53,53,53,7.4,broken clouds
384,Sapouy,BF,11.55,-1.77,79.84,70,99,7.74,overcast clouds
385,Gat,IL,31.61,34.76,82.81,100,0,5.7,clear sky
386,Pringsewu,ID,-5.36,104.97,72.9,97,11,0.54,few clouds
387,Virginia Beach,US,36.85,-75.98,94.01,60,75,10.36,broken clouds
388,Fortuna,US,40.6,-124.16,73.92,68,1,1.99,clear sky
389,Najran,SA,17.49,44.13,92.05,27,91,7.36,overcast clouds
390,Palomares,MX,17.15,-95.07,85.15,70,42,8.59,scattered clouds
391,Steamboat Springs,US,40.48,-106.83,86.94,36,0,6.91,clear sky
392,Pirgos,GR,35.12,25.72,82.62,35,0,20.58,clear sky
393,Vallenar,CL,-28.57,-70.76,73.98,15,0,2.8,clear sky
394,Chikwawa,MW,-16.03,34.8,70.52,71,81,4.85,broken clouds
395,Zhaoqing,CN,23.05,112.46,84.81,94,100,2.75,overcast clouds
396,Lompoc,US,34.64,-120.46,77.92,77,0,5.01,clear sky
397,Murzzuschlag,AT,47.6,15.68,64.26,72,58,1.01,broken clouds
398,Rockland,US,41.17,-74.05,81.77,92,100,7.87,heavy intensity rain
399,Aquiraz,BR,-3.9,-38.39,89.46,58,6,13.6,clear sky
400,Tilichiki,RU,60.47,166.1,52.36,77,77,2.53,broken clouds
401,Shunyi,CN,40.12,116.65,73.35,88,0,4.47,clear sky
402,Limanowa,PL,49.71,20.42,70.29,66,84,1.48,broken clouds
403,Morondava,MG,-20.28,44.28,74.37,61,20,9.44,few clouds
404,Bulaevo,KZ,54.91,70.44,62.69,65,51,4.85,broken clouds
405,Shchigry,RU,51.88,36.9,60.62,87,36,7.94,scattered clouds
406,Pontianak,ID,-0.03,109.33,75.18,100,85,1.14,overcast clouds
407,Vrangel,RU,42.73,133.08,64.6,86,99,6.51,overcast clouds
408,Aba,NG,5.11,7.37,77.09,73,95,5.5,overcast clouds
409,Nador,MA,35.17,-2.93,82.47,74,75,5.75,broken clouds
410,Saint-Pierre,RE,-21.34,55.48,67.68,73,0,27.63,clear sky
411,Makubetsu,JP,45.37,141.82,59.18,91,58,6.11,broken clouds
412,Mayo,US,38.89,-76.51,93.04,71,40,12.66,scattered clouds
413,Bonfim,BR,3.08,-59.95,88.05,59,85,6.22,overcast clouds
414,Russkaya Polyana,UA,49.42,31.92,65.08,53,87,7.58,overcast clouds
415,Oranjemund,NA,-28.55,16.43,56.98,88,29,8.1,scattered clouds
416,Dudinka,RU,69.41,86.18,55.81,66,98,10.87,overcast clouds
417,Mount Isa,AU,-20.73,139.5,56.97,51,0,10.36,clear sky
418,Luanda,AO,-8.84,13.23,71.6,83,75,9.22,broken clouds
419,Porto Walter,BR,-8.27,-72.74,81.45,82,87,3.11,overcast clouds
420,Kapit,MY,2.02,112.93,75.76,86,100,0.81,overcast clouds
421,Kattivakkam,IN,13.22,80.32,86.09,81,100,8.79,overcast clouds
422,Aksarka,RU,66.56,67.8,61.68,60,82,4.5,broken clouds
423,Dana Point,US,33.47,-117.7,92.95,73,13,4.0,few clouds
424,Burnie,AU,-41.07,145.92,34.95,70,3,5.59,clear sky
425,Portland,US,45.52,-122.68,70.75,67,75,5.75,broken clouds
426,Cravo Norte,CO,6.3,-70.2,79.75,80,94,5.99,light rain
427,Klaksvik,FO,62.23,-6.59,54.52,89,91,5.08,overcast clouds
428,Grootfontein,NA,-19.57,18.12,49.57,50,0,3.44,clear sky
429,Whitecourt,CA,54.15,-115.69,74.44,40,20,9.22,few clouds
430,Amapa,BR,1.0,-52.0,79.88,87,56,4.74,broken clouds
431,Qasigiannguit,GL,68.82,-51.19,48.45,73,43,0.85,scattered clouds
432,Adeje,ES,28.12,-16.73,77.86,66,0,21.85,clear sky
433,Inhambane,MZ,-23.86,35.38,67.98,94,40,0.0,scattered clouds
434,Massaguet,TD,12.48,15.44,85.98,50,35,10.78,scattered clouds
435,Aykhal,RU,66.0,111.5,46.24,94,100,6.89,overcast clouds
436,Morgan City,US,29.7,-91.21,93.0,55,51,8.21,broken clouds
437,Les Cayes,HT,18.2,-73.75,89.73,56,18,16.42,few clouds
438,Ferme-Neuve,CA,46.7,-75.45,74.16,91,100,6.17,overcast clouds
439,Kitimat,CA,54.05,-128.65,59.38,23,100,1.99,overcast clouds
440,Berlevag,NO,70.86,29.09,66.2,77,66,11.5,broken clouds
441,Sabha,LY,27.04,14.43,89.82,18,0,13.6,clear sky
442,Diego De Almagro,CL,-26.37,-70.05,74.8,9,0,5.23,clear sky
443,Wasco,US,35.59,-119.34,97.27,22,0,6.91,clear sky
444,Kutum,SD,14.2,24.67,85.89,31,69,7.83,broken clouds
445,Bambanglipuro,ID,-7.95,110.28,75.31,87,61,7.92,broken clouds
446,Namatanai,PG,-3.67,152.43,78.06,75,94,7.87,overcast clouds
447,Urubamba,PE,-13.3,-72.12,63.5,57,97,6.06,overcast clouds
448,Necochea,AR,-38.55,-58.74,50.67,63,62,17.6,broken clouds
449,Kudahuvadhoo,MV,2.67,72.89,81.66,76,100,12.39,overcast clouds
450,Mudon,MM,16.26,97.72,78.37,90,66,4.99,broken clouds
451,Luderitz,NA,-26.65,15.16,61.03,74,7,9.86,clear sky
452,Pilar,BR,-9.6,-35.96,80.53,80,19,10.02,few clouds
453,Lakes Entrance,AU,-37.88,147.98,41.16,71,97,4.54,overcast clouds
454,Albanel,CA,48.88,-72.45,86.14,45,19,10.36,few clouds
455,Turtas,RU,58.94,69.13,59.65,71,32,2.77,scattered clouds
456,Basco,PH,20.45,121.97,84.97,78,88,12.75,overcast clouds
457,Aklavik,CA,68.22,-135.01,68.18,57,99,1.23,light rain
458,Gorin,RU,51.2,136.67,57.22,99,100,9.04,overcast clouds
459,Mandalgovi,MN,45.76,106.27,73.36,29,100,10.22,overcast clouds
460,Codrington,AU,-38.27,141.97,47.62,73,100,8.23,overcast clouds
461,Orodara,BF,10.95,-4.93,75.61,85,71,5.17,light rain
462,Yantal,RU,56.85,105.25,58.93,83,94,0.34,overcast clouds
463,Rio Grande,BR,-32.03,-52.1,66.31,66,4,1.19,clear sky
464,Ogulin,HR,45.27,15.23,69.6,58,0,0.74,clear sky
465,Port Lincoln,AU,-34.73,135.87,52.7,61,100,10.2,overcast clouds
466,Southbridge,US,42.08,-72.03,77.11,96,100,5.93,light rain
467,Beringovskiy,RU,63.05,179.32,48.33,53,31,17.98,scattered clouds
468,Fos-Sur-Mer,FR,43.44,4.94,92.64,48,0,6.91,clear sky
469,Lashio,MM,22.93,97.75,69.82,98,97,1.34,overcast clouds
470,Nkhotakota,MW,-12.93,34.3,71.46,65,77,5.35,broken clouds
471,Kaseda,JP,31.42,130.32,81.66,91,100,20.71,overcast clouds
472,Miles City,US,46.41,-105.84,97.77,21,0,6.91,clear sky
473,Yaring,TH,6.87,101.37,80.37,85,82,4.23,broken clouds
474,Jogeva,EE,58.75,26.39,60.89,72,96,2.13,overcast clouds
475,Benguela,AO,-12.58,13.41,68.45,87,59,5.1,broken clouds
476,Isangel,VU,-19.55,169.27,76.15,88,49,9.4,scattered clouds
477,Hobyo,SO,5.35,48.53,76.75,76,90,26.53,overcast clouds
478,Smiths Falls,CA,44.9,-76.02,70.66,96,100,7.56,overcast clouds
479,Torbay,CA,47.67,-52.73,80.89,48,40,18.41,scattered clouds
480,Arvika,SE,59.66,12.59,70.41,62,91,6.93,overcast clouds
481,Tulun,RU,54.56,100.58,57.13,94,100,5.01,overcast clouds
482,Shingu,JP,33.73,135.98,79.05,93,100,6.82,moderate rain
483,Bitung,ID,1.45,125.18,72.45,81,100,9.53,overcast clouds
484,Adrar,MR,20.5,-10.07,105.71,16,32,0.72,scattered clouds
485,Marawi,PH,8.0,124.29,69.04,97,100,4.32,overcast clouds
486,Mitsamiouli,KM,-11.38,43.28,76.28,73,63,8.05,broken clouds
487,Olafsvik,IS,64.89,-23.71,53.01,76,100,5.41,overcast clouds
488,Broken Hill,AU,-31.95,141.43,40.39,67,5,7.18,clear sky
489,Sovetskiy,RU,61.36,63.58,63.59,59,13,1.3,few clouds
490,Chapada Dos Guimaraes,BR,-15.46,-55.75,78.46,18,20,7.67,few clouds
491,Soweto,ZA,-26.27,27.86,54.23,57,0,1.14,clear sky
492,Banjar,ID,-8.19,114.97,74.32,89,94,4.47,overcast clouds
493,Concepcion,CL,-36.83,-73.05,51.6,62,20,11.5,few clouds
494,Bafq,IR,31.61,55.41,90.43,8,0,5.32,clear sky
495,Shakiso,ET,5.75,38.92,58.86,87,99,1.05,overcast clouds
496,Mackenzie,CA,55.3,-123.17,66.42,59,75,11.5,broken clouds
497,Grafton,US,42.21,-71.69,79.32,93,100,9.22,light rain
498,Bonthe,SL,7.53,-12.5,77.43,85,99,16.44,light rain
499,Kuantan,MY,3.81,103.33,80.71,89,40,1.14,scattered clouds
500,Labuhan,ID,-6.88,112.21,76.03,86,76,8.1,broken clouds
501,Elko,US,41.0,-115.5,88.05,27,19,11.99,few clouds
502,Newtownards,GB,54.59,-5.69,81.34,57,25,12.66,scattered clouds
503,Pemberton,CA,50.32,-122.8,62.29,63,70,4.25,broken clouds
504,Sosnovo-Ozerskoye,RU,52.52,111.54,57.45,57,7,4.63,clear sky
505,Aranos,NA,-24.13,19.12,57.49,31,0,11.56,clear sky
506,Wajir,KE,1.75,40.06,82.24,45,81,22.7,broken clouds
507,Laredo,US,27.51,-99.51,98.89,36,0,11.5,clear sky
508,Taltal,CL,-25.4,-70.48,62.85,64,13,3.89,few clouds
509,Saint-Denis,FR,48.92,2.33,99.23,20,0,8.05,clear sky
510,La Libertad,EC,-2.23,-80.9,69.46,83,100,8.05,overcast clouds
511,Kamenka,RU,51.32,42.77,62.51,64,70,11.23,broken clouds
512,Pochutla,MX,15.74,-96.47,91.22,59,96,5.5,overcast clouds
513,Brae,GB,60.4,-1.35,58.5,70,89,2.86,overcast clouds
514,Kokopo,PG,-4.35,152.26,76.69,83,96,4.94,overcast clouds
515,Kieta,PG,-6.22,155.63,78.21,80,12,3.24,few clouds
516,Waverly,US,42.74,-84.62,87.94,48,20,9.22,few clouds
517,Trairi,BR,-3.28,-39.27,83.71,55,7,14.65,clear sky
518,Dalbandin,PK,28.89,64.41,93.02,37,74,16.71,broken clouds
519,Ingham,US,42.6,-84.38,87.42,51,40,8.05,scattered clouds
520,Aasiaat,GL,68.71,-52.87,39.69,86,39,4.5,scattered clouds
521,Kroya,ID,-7.63,109.25,76.68,88,86,6.91,overcast clouds
522,Lesozavodsk,RU,45.48,133.42,62.17,97,97,1.48,overcast clouds
523,Susangerd,IR,31.56,48.18,108.21,8,2,14.2,clear sky
524,Yar-Sale,RU,66.83,70.83,60.35,63,99,2.42,overcast clouds
525,Caborca,MX,30.58,-111.1,89.19,48,29,4.47,scattered clouds
526,Taua,BR,-5.97,-40.3,91.67,23,3,12.08,clear sky
527,Vitim,RU,59.45,112.56,53.35,88,0,4.74,clear sky
528,Benjamin Constant,BR,-4.38,-70.03,84.33,79,40,6.91,thunderstorm
529,Luchegorsk,RU,46.48,134.26,61.54,97,70,2.62,broken clouds
530,Orange Cove,US,36.62,-119.31,100.6,25,40,0.0,scattered clouds
531,Tromso,NO,69.65,18.96,55.42,71,75,5.75,broken clouds
532,Nabire,ID,-3.37,135.48,75.24,92,100,3.47,overcast clouds
533,Anchorage,US,61.22,-149.9,56.28,90,100,5.75,light rain
534,Nago,JP,26.59,127.98,82.83,88,100,14.09,overcast clouds
535,Comodoro Rivadavia,AR,-45.87,-67.5,48.06,46,0,29.93,clear sky
536,Malpura,IN,26.28,75.38,91.38,58,83,4.36,light rain
537,San Rafael,AR,-34.62,-68.33,48.78,35,45,4.94,scattered clouds
538,Waipawa,NZ,-41.41,175.52,52.23,70,100,12.08,overcast clouds
539,Itoman,JP,26.12,127.67,82.78,94,100,9.22,overcast clouds
540,Magdagachi,RU,53.45,125.8,65.07,85,98,2.89,overcast clouds
541,Shigony,RU,53.39,48.68,69.03,95,88,12.77,moderate rain
542,Sistranda,NO,63.73,8.83,53.56,86,58,19.24,broken clouds
543,Namuac,PH,18.61,121.17,79.65,87,86,6.91,overcast clouds
544,Pedernales,DO,18.04,-71.74,89.85,52,3,4.79,clear sky
545,Marsaxlokk,MT,35.84,14.54,86.61,51,0,5.75,clear sky
546,Mastic Beach,US,40.77,-72.85,81.99,91,100,17.0,overcast clouds
547,Mecca,SA,21.43,39.83,91.4,23,15,7.27,few clouds
548,Pacifica,US,37.61,-122.49,85.98,75,20,14.97,mist
549,Fereydun Kenar,IR,36.69,52.52,81.84,69,0,3.27,clear sky
550,Wilson,US,36.15,-86.28,79.45,89,75,6.91,broken clouds
551,Vryburg,ZA,-26.96,24.73,55.67,46,0,6.78,clear sky
552,Nyakahanga,TZ,-1.6,31.14,62.83,50,67,1.48,broken clouds
553,Uyemskiy,RU,64.47,40.85,64.45,77,40,4.47,scattered clouds
554,Lively,CA,46.43,-81.15,85.12,40,27,4.29,scattered clouds
555,Galle,LK,6.04,80.22,80.2,84,78,16.2,broken clouds
556,Russell,US,32.35,-85.2,91.0,58,75,5.75,broken clouds
557,Havre-Saint-Pierre,CA,50.23,-63.6,66.56,77,0,20.71,clear sky
558,Jasper,US,37.2,-94.35,93.11,41,0,9.22,clear sky
559,Mangrol,IN,21.12,70.12,81.07,83,98,12.93,overcast clouds
560,Aurangabad,IN,19.88,75.33,71.28,93,98,10.54,overcast clouds
561,Leona Vicario,MX,20.97,-87.19,87.67,41,5,8.43,clear sky
562,Kozhva,RU,65.11,57.05,63.9,80,37,2.33,scattered clouds
563,Huilong,CN,31.81,121.66,79.93,91,82,3.09,broken clouds
564,Shache,CN,38.42,77.24,88.72,13,0,4.61,clear sky
565,Riberalta,BO,-10.98,-66.1,80.8,57,7,6.91,clear sky
566,Eydhafushi,MV,5.1,73.07,81.73,76,100,17.43,light rain
567,Tiarei,PF,-17.53,-149.33,75.22,74,25,6.89,scattered clouds
568,Montepuez,MZ,-13.13,39.0,68.04,71,96,6.85,overcast clouds
569,Bereda,ES,43.27,-7.54,77.41,68,77,1.95,broken clouds
570,Baker City,US,44.77,-117.83,65.91,40,0,4.61,clear sky
571,Jais,IN,26.25,81.53,95.11,42,78,9.93,broken clouds
572,Aspindza,GE,41.57,43.25,65.08,97,50,4.83,scattered clouds
573,Lazaro Cardenas,MX,17.96,-102.2,86.4,60,95,5.46,overcast clouds
574,Estevan,CA,49.13,-102.98,81.21,74,0,8.05,clear sky
575,Jojoima,SL,7.88,-10.79,74.28,96,95,5.84,light rain
576,Kruisfontein,ZA,-34.0,24.73,60.89,85,33,2.46,scattered clouds
577,Enid,US,36.4,-97.88,101.98,37,0,13.8,clear sky
578,Constitucion,CL,-35.33,-72.42,55.04,76,100,8.21,overcast clouds
579,Zharkent,KZ,44.16,80.0,74.25,34,2,4.79,clear sky
580,Asau,RO,46.43,26.4,67.28,50,66,3.11,broken clouds
581,Mishelevka,RU,52.86,103.17,61.03,98,95,7.4,overcast clouds
582,Ledyard,US,41.44,-72.01,77.41,82,100,12.66,mist
583,Teguldet,RU,57.31,88.17,54.45,98,100,8.37,overcast clouds
584,Sisimiut,GL,66.94,-53.67,46.02,87,100,6.6,overcast clouds
585,Khani,GE,41.96,42.96,63.97,98,90,1.57,overcast clouds
586,Strzelce Krajenskie,PL,52.88,15.53,71.37,50,88,4.88,overcast clouds
587,Lavrentiya,RU,65.58,-171.0,38.43,68,71,14.88,broken clouds
588,Nizhniye Vyazovyye,RU,55.8,48.52,65.77,97,87,8.7,moderate rain
589,Chicama,PE,-7.84,-79.15,61.34,57,64,9.42,broken clouds
590,Khonsa,IN,27.02,95.57,69.04,98,98,3.11,overcast clouds
591,Meadow Lake,US,34.8,-106.54,94.6,25,76,7.92,broken clouds
592,Tiznit,MA,29.58,-9.5,86.23,39,53,5.21,broken clouds
593,Herne Bay,GB,51.37,1.13,96.06,24,48,7.61,scattered clouds
594,Lake City,US,30.19,-82.64,83.62,78,40,9.22,scattered clouds
595,Igarka,RU,67.47,86.58,53.29,72,92,10.27,overcast clouds
596,Colares,PT,38.8,-9.45,76.33,65,40,14.0,scattered clouds
597,Raahe,FI,64.68,24.48,59.09,74,80,8.75,broken clouds
598,Addison,US,41.93,-87.99,89.1,51,20,6.91,few clouds
599,Passi,PH,11.15,122.65,75.61,96,100,2.15,overcast clouds
600,Beyneu,KZ,45.32,55.2,97.52,16,0,21.39,clear sky
601,Helena,US,46.59,-112.04,88.41,31,20,13.0,few clouds
602,Ojinaga,MX,29.57,-104.42,98.42,29,0,3.44,clear sky
603,Sevierville,US,35.87,-83.56,91.42,49,75,11.5,broken clouds
604,Angoram,PG,-4.06,144.07,73.08,99,98,0.78,moderate rain
605,Suntar,RU,62.14,117.63,60.3,93,99,5.82,overcast clouds
606,Puerto Madryn,AR,-42.77,-65.04,50.77,35,39,21.74,scattered clouds
607,Prado,BR,-17.34,-39.22,76.96,59,41,7.78,scattered clouds
608,Lata,PT,40.16,-8.33,74.46,52,0,10.87,clear sky
609,Tolaga Bay,NZ,-38.37,178.3,50.16,86,100,9.84,overcast clouds
610,Shenjiamen,CN,29.96,122.3,77.0,97,96,6.31,overcast clouds
611,Nara,JP,34.69,135.8,79.92,90,100,1.97,light rain
612,Esso,RU,55.93,158.7,59.09,79,59,4.09,broken clouds
613,Porbandar,IN,21.64,69.61,81.34,84,99,12.41,overcast clouds
614,Asfi,MA,32.3,-9.24,74.8,69,51,19.84,broken clouds
615,Noumea,NC,-22.28,166.46,73.99,99,99,3.18,light rain
616,Aparecida Do Taboado,BR,-20.09,-51.09,91.49,23,39,9.06,scattered clouds
617,Inta,RU,66.03,60.17,64.9,73,68,0.87,broken clouds
618,Bokoro,TD,12.38,17.06,85.28,55,73,8.34,broken clouds
619,Chau Doc,VN,10.7,105.12,78.6,90,100,5.68,moderate rain
620,Atambua,ID,-9.11,124.89,64.44,80,99,5.57,overcast clouds
621,Sharjah,AE,25.36,55.4,100.38,41,0,4.61,clear sky
622,Illapel,CL,-31.63,-71.17,67.64,35,36,2.44,scattered clouds
623,Nisia Floresta,BR,-6.09,-35.21,82.78,79,95,14.2,overcast clouds
624,Elizabeth City,US,36.29,-76.25,92.05,68,75,10.36,broken clouds
625,Moron,AR,-34.65,-58.62,64.02,48,2,5.44,clear sky
626,Otane,NZ,-39.88,176.63,56.01,82,100,6.33,overcast clouds
627,Omsukchan,RU,62.53,155.8,57.99,74,77,5.68,broken clouds
628,Gushi,CN,34.64,109.58,69.19,93,100,7.43,heavy intensity rain
629,Antofagasta,CL,-23.65,-70.4,65.21,56,13,7.0,few clouds
630,Krasnovishersk,RU,60.41,57.08,66.09,67,54,2.21,broken clouds
631,Debre Tabor,ET,11.85,38.02,55.29,81,92,1.99,overcast clouds
632,Polunochnoye,RU,60.87,60.42,61.09,94,27,1.21,scattered clouds
633,Novaya Zaimka,RU,56.49,66.92,60.28,75,64,4.34,broken clouds
634,Palmer,US,42.16,-72.33,76.68,86,100,13.8,moderate rain
635,Bratsk,RU,56.13,101.61,57.69,95,100,6.11,overcast clouds
636,Pacific Grove,US,36.62,-121.92,75.34,80,0,5.75,clear sky
637,Steinbach,DE,50.17,8.57,92.79,17,0,4.61,clear sky
638,Saint-Dizier,FR,48.42,5.08,93.69,15,7,8.19,clear sky
639,Lonevag,NO,60.53,5.49,62.28,92,87,1.99,overcast clouds
640,Igrim,RU,63.19,64.42,62.11,58,33,1.88,scattered clouds
641,Barrhead,GB,55.8,-4.39,81.75,41,4,6.91,clear sky
642,Port Keats,AU,-14.25,129.55,65.84,81,20,4.47,few clouds
643,Borujerd,IR,33.9,48.75,88.03,13,0,3.09,clear sky
644,Chizhou,CN,30.66,117.48,77.59,84,100,3.49,overcast clouds
645,Bilibino,RU,68.05,166.44,42.1,70,86,3.0,overcast clouds
646,Temerloh,MY,3.45,102.42,77.34,93,99,1.66,heavy intensity rain
647,Dakar,SN,14.69,-17.44,86.13,66,40,13.8,scattered clouds
648,Ahmadnagar,IN,19.08,74.73,71.2,90,100,10.36,overcast clouds
649,Roma,US,43.21,-75.46,78.73,94,100,9.22,overcast clouds
650,Port Hawkesbury,CA,45.62,-61.35,87.89,48,40,12.66,scattered clouds
651,Taquarituba,BR,-23.53,-49.24,76.23,53,92,7.7,overcast clouds
652,Scarborough,GB,54.28,-0.4,88.34,42,40,11.99,scattered clouds
653,Omboue,GA,-1.57,9.26,72.64,82,51,7.2,broken clouds
654,Vaitape,PF,-16.52,-151.75,77.13,65,34,8.72,scattered clouds
655,Ugoofaaru,MV,5.67,73.0,81.73,75,100,18.48,overcast clouds
656,Roebourne,AU,-20.78,117.13,67.01,68,0,2.55,clear sky
657,Pasighat,IN,28.07,95.33,77.02,97,96,2.64,overcast clouds
658,Lufilufi,WS,-13.87,-171.6,73.18,75,78,22.57,broken clouds
659,Kaliua,TZ,-5.06,31.79,70.43,37,38,5.44,scattered clouds
660,Janikowo,PL,52.75,18.11,73.06,79,92,6.11,overcast clouds
661,Moba,CN,33.23,105.02,59.65,64,100,4.63,moderate rain
662,Aljezur,PT,37.32,-8.8,71.62,66,0,12.19,clear sky
663,Mbekenyera,TZ,-10.0,38.98,70.23,69,57,7.34,broken clouds
664,Carballo,ES,43.21,-8.69,78.49,58,0,9.69,clear sky
665,Yinchuan,CN,38.47,106.27,76.73,33,100,10.51,overcast clouds
666,Cortez,US,37.35,-108.59,88.56,26,0,10.36,clear sky
667,Pumiao,CN,22.75,108.48,84.6,92,100,10.16,overcast clouds
668,Jiangyou,CN,31.77,104.72,71.29,77,99,1.48,overcast clouds
669,Ternate,ID,0.8,127.4,77.18,84,99,6.08,overcast clouds
670,Maniitsoq,GL,65.42,-52.9,44.31,90,99,3.29,overcast clouds
671,Imeni Poliny Osipenko,RU,52.42,136.49,55.8,98,100,11.65,moderate rain
672,Meridian,US,43.61,-116.39,82.53,25,0,12.66,clear sky
673,Ca Mau,VN,9.18,105.15,78.6,89,99,4.07,overcast clouds
674,Kalulushi,ZM,-12.84,28.09,58.96,43,8,2.8,clear sky
675,Manuk Mangkaw,PH,4.8,119.85,81.95,74,100,3.56,overcast clouds
676,Kannangad,IN,12.31,75.11,78.04,82,100,0.67,overcast clouds
677,Jega,NG,12.22,4.38,78.08,79,94,3.65,light rain
678,Zambezi,ZM,-13.54,23.1,59.52,36,4,4.41,clear sky
679,Sloboda,RU,51.14,40.3,58.6,81,15,10.65,few clouds
680,West Bay,KY,19.37,-81.42,90.05,72,20,12.66,few clouds
681,Novopavlovsk,RU,43.96,43.63,76.41,55,98,10.96,overcast clouds
682,Mahon,ES,39.89,4.27,84.76,58,0,6.91,clear sky
683,Djibo,BF,14.1,-1.63,94.84,34,80,1.9,broken clouds
684,Sao Lourenco,BR,-22.12,-45.05,82.42,35,36,4.18,scattered clouds
685,Iquitos,PE,-3.75,-73.25,80.64,83,75,6.91,broken clouds
686,Concarneau,FR,47.88,-3.92,96.82,44,7,5.26,clear sky
687,Pondicherry,IN,11.93,79.83,84.49,69,100,4.41,overcast clouds
688,Sobolevo,RU,54.43,31.9,55.29,87,33,7.11,scattered clouds
689,Mahenge,TZ,-8.68,36.72,66.36,52,90,3.0,overcast clouds
690,Puerto Del Rosario,ES,28.5,-13.86,74.95,78,20,19.57,few clouds
691,Joshimath,IN,30.57,79.57,74.07,88,89,1.16,overcast clouds
692,Sao Miguel Do Araguaia,BR,-13.28,-50.16,93.31,16,3,9.31,clear sky
693,Kresek,ID,-6.13,106.38,81.1,86,51,3.83,broken clouds
